Date,Open,High,Low,Close,Adj Close,Volume
2013-07-25,53.090000,53.750000,52.279999,53.509998,53.509998,3995229
2013-07-26,53.709999,53.950001,51.959999,52.299999,52.299999,3747718
2013-07-29,52.709999,53.189999,52.490002,52.650002,52.650002,2706696
2013-07-30,53.000000,53.380001,52.689999,53.000000,53.000000,2497131
2013-07-31,52.810001,53.119999,51.880001,52.220001,52.220001,3268497
2013-08-01,52.770000,53.580002,52.400002,53.360001,53.360001,3856976
2013-08-02,53.509998,53.730000,53.240002,53.540001,53.540001,2204819
2013-08-05,53.599998,53.910000,53.369999,53.790001,53.790001,1605376
2013-08-06,53.889999,54.590000,53.740002,54.029999,54.029999,4263371
2013-08-07,53.959999,54.080002,53.430000,53.750000,53.750000,2630841
2013-08-08,54.009998,54.349998,53.410000,54.209999,54.209999,2598666
2013-08-09,54.480000,54.730000,53.970001,54.259998,54.259998,2158845
2013-08-12,54.180000,54.349998,53.290001,54.110001,54.110001,2293145
2013-08-13,54.410000,54.820000,54.250000,54.700001,54.700001,2396297
2013-08-14,54.720001,55.500000,54.590000,55.480000,55.480000,3154009
2013-08-15,55.220001,55.369999,54.349998,54.910000,54.910000,2104772
2013-08-16,54.599998,55.360001,54.509998,55.360001,55.360001,2817339
2013-08-19,55.310001,55.380001,54.860001,55.160000,55.160000,1786894
2013-08-20,54.820000,54.880001,53.939999,54.590000,54.590000,3361032
2013-08-21,54.500000,54.970001,54.369999,54.700001,54.700001,1710953
2013-08-22,54.610001,55.810001,54.610001,55.639999,55.639999,2525584
2013-08-23,55.660000,56.099998,55.270000,55.750000,55.750000,1999606
2013-08-26,55.750000,55.770000,55.130001,55.540001,55.540001,1239008
2013-08-27,55.049999,55.369999,52.599998,52.889999,52.889999,5530479
2013-08-28,52.500000,52.810001,50.950001,51.790001,51.790001,5213378
2013-08-29,52.049999,52.840000,51.950001,52.759998,52.759998,2434810
2013-08-30,52.880001,53.180000,51.820000,51.919998,51.919998,2878967
2013-09-02,52.919998,53.320000,52.840000,53.080002,53.080002,2094004
2013-09-03,53.330002,53.480000,51.930000,52.730000,52.730000,2905610
2013-09-04,52.799999,53.380001,51.889999,53.299999,53.299999,2963185
2013-09-05,53.740002,54.490002,53.380001,54.070000,54.070000,2955184
2013-09-06,53.880001,54.709999,53.349998,54.560001,54.560001,3334687
2013-09-09,54.560001,55.240002,54.400002,54.740002,54.740002,1862108
2013-09-10,55.500000,56.240002,55.380001,56.169998,56.169998,3794111
2013-09-11,56.070000,56.840000,56.000000,56.810001,56.810001,3332460
2013-09-12,56.790001,56.799999,56.049999,56.560001,56.560001,2544884
2013-09-13,56.480000,57.240002,56.110001,57.189999,57.189999,2706206
2013-09-16,57.990002,57.990002,57.349998,57.630001,57.630001,2735233
2013-09-17,57.299999,57.459999,56.730000,56.970001,56.970001,2568297
2013-09-18,57.220001,57.470001,56.730000,57.250000,57.250000,2158811
2013-09-19,58.000000,58.820000,57.919998,58.430000,58.430000,4255702
2013-09-20,58.549999,59.560001,57.669998,57.820000,57.820000,9842487
2013-09-23,58.090000,58.380001,57.139999,57.439999,57.439999,4177643
2013-09-24,57.549999,58.110001,57.549999,58.000000,58.000000,2996524
2013-09-25,58.000000,58.290001,57.540001,57.830002,57.830002,2408013
2013-09-26,58.000000,58.070000,57.520000,57.730000,57.730000,2424447
2013-09-27,57.790001,58.070000,57.139999,58.000000,58.000000,2228091
2013-09-30,57.299999,57.799999,56.720001,57.619999,57.619999,2963232
2013-10-01,57.639999,58.189999,57.529999,58.000000,58.000000,3794878
2013-10-02,57.830002,57.880001,56.959999,57.430000,57.430000,2707781
2013-10-04,57.500000,58.270000,56.959999,58.000000,58.000000,5717703
2013-10-07,57.840000,57.930000,57.220001,57.590000,57.590000,2066771
2013-10-08,57.779999,57.959999,57.299999,57.740002,57.740002,2443945
2013-10-09,57.779999,58.000000,57.160000,57.340000,57.340000,2284708
2013-10-10,57.630001,58.480000,57.619999,58.200001,58.200001,3799254
2013-10-11,58.680000,58.720001,58.020000,58.320000,58.320000,2290549
2013-10-14,58.250000,58.259998,57.889999,58.200001,58.200001,1708535
2013-10-15,58.650002,59.490002,58.279999,59.450001,59.450001,3650424
2013-10-16,59.450001,59.490002,58.919998,59.150002,59.150002,3510010
2013-10-17,59.040001,59.040001,58.209999,58.459999,58.459999,2957653
2013-10-18,58.730000,58.950001,57.880001,58.299999,58.299999,7428795
2013-10-21,58.090000,58.259998,57.619999,58.189999,58.189999,2176147
2013-10-22,57.990002,58.470001,57.860001,58.119999,58.119999,3435058
2013-10-23,57.889999,58.369999,57.799999,58.369999,58.369999,2708492
2013-10-24,59.500000,60.959999,59.290001,60.320000,60.320000,6798504
2013-10-25,60.330002,60.480000,59.799999,59.990002,59.990002,2880027
2013-10-28,60.180000,60.330002,58.750000,59.090000,59.090000,2912107
2013-10-29,59.090000,59.770000,58.959999,59.770000,59.770000,2570083
2013-10-30,60.000000,60.490002,59.320000,59.400002,59.400002,2828034
2013-10-31,59.450001,60.450001,59.230000,60.439999,60.439999,3761574
2013-11-01,60.459999,60.700001,60.000000,60.049999,60.049999,2112432
2013-11-04,60.200001,60.389999,59.759998,59.830002,59.830002,2286640
2013-11-05,59.799999,59.970001,58.959999,59.349998,59.349998,3089379
2013-11-06,59.500000,60.240002,59.340000,59.520000,59.520000,2309942
2013-11-07,59.310001,60.770000,59.290001,60.290001,60.290001,4556246
2013-11-08,59.779999,59.880001,59.000000,59.470001,59.470001,3756386
2013-11-11,59.000000,59.549999,58.759998,59.049999,59.049999,2532734
2013-11-12,59.139999,59.380001,58.950001,58.980000,58.980000,2286425
2013-11-13,58.700001,58.799999,57.570000,58.070000,58.070000,3252801
2013-11-14,58.759998,59.090000,58.419998,58.980000,58.980000,2577380
2013-11-15,59.180000,59.220001,58.570000,58.669998,58.669998,3727044
2013-11-18,58.549999,60.000000,58.459999,59.759998,59.759998,2714473
2013-11-19,59.680000,59.930000,59.230000,59.570000,59.570000,2276310
2013-11-20,59.410000,60.090000,59.360001,59.639999,59.639999,2274834
2013-11-21,59.349998,59.880001,59.080002,59.630001,59.630001,1477147
2013-11-22,59.709999,60.200001,59.580002,60.130001,60.130001,2139184
2013-11-25,60.310001,61.070000,60.310001,60.619999,60.619999,2712798
2013-11-26,60.619999,60.959999,60.410000,60.549999,60.549999,2724664
2013-11-27,60.660000,61.110001,60.540001,61.110001,61.110001,1986610
2013-11-28,61.160000,61.360001,60.930000,61.040001,61.040001,1537330
2013-11-29,61.000000,61.250000,60.820000,61.000000,61.000000,2186229
2013-12-02,61.139999,61.450001,60.860001,61.220001,61.220001,2268496
2013-12-03,61.410000,61.419998,59.919998,59.919998,59.919998,3445529
2013-12-04,60.279999,60.459999,58.799999,59.340000,59.340000,3757978
2013-12-05,59.189999,59.610001,58.299999,58.299999,58.299999,3181585
2013-12-06,58.759998,59.639999,58.459999,59.299999,59.299999,3057231
2013-12-09,59.820000,59.970001,59.189999,59.639999,59.639999,2242071
2013-12-10,59.680000,59.860001,58.779999,58.980000,58.980000,2758472
2013-12-11,58.950001,59.689999,58.779999,59.150002,59.150002,2778716
2013-12-12,59.049999,59.290001,58.610001,58.880001,58.880001,3244147
2013-12-13,59.189999,59.330002,58.450001,58.709999,58.709999,2219678
2013-12-16,58.320000,59.919998,58.049999,59.590000,59.590000,3456887
2013-12-17,59.410000,59.880001,59.139999,59.150002,59.150002,2741991
2013-12-18,59.450001,60.099998,59.450001,59.610001,59.610001,2952713
2013-12-19,60.450001,61.180000,60.360001,60.860001,60.860001,4753543
2013-12-20,61.000000,61.779999,60.730000,61.730000,61.730000,7775747
2013-12-23,61.889999,62.349998,61.770000,62.299999,62.299999,2142745
2013-12-27,62.299999,63.160000,62.299999,63.150002,63.150002,2132443
2013-12-30,63.169998,63.189999,62.779999,62.900002,62.900002,1492168
2014-01-02,62.900002,63.650002,61.650002,61.650002,61.650002,3512640
2014-01-03,61.500000,62.490002,61.410000,61.730000,61.730000,2454490
2014-01-06,61.990002,62.419998,61.470001,61.540001,61.540001,2175562
2014-01-07,61.540001,62.580002,61.320000,62.400002,62.400002,2427020
2014-01-08,62.599998,62.610001,61.950001,62.209999,62.209999,2399705
2014-01-09,62.049999,63.619999,61.950001,62.150002,62.150002,3760513
2014-01-10,62.330002,63.029999,61.910000,62.110001,62.110001,2969616
2014-01-13,62.419998,63.080002,62.330002,62.869999,62.869999,2586570
2014-01-14,62.599998,63.630001,62.099998,63.630001,63.630001,2923631
2014-01-15,64.000000,65.839996,63.840000,65.500000,65.500000,4723706
2014-01-16,65.430000,65.809998,64.809998,65.540001,65.540001,2708150
2014-01-17,65.820000,66.419998,65.709999,66.089996,66.089996,5031066
2014-01-20,65.809998,66.199997,65.440002,65.970001,65.970001,1731684
2014-01-21,66.150002,66.400002,65.519997,65.570000,65.570000,2757739
2014-01-22,65.940002,66.320000,65.279999,65.989998,65.989998,2558956
2014-01-23,65.750000,66.849998,64.870003,65.260002,65.260002,3710093
2014-01-24,65.300003,66.019997,62.709999,62.830002,62.830002,5646844
2014-01-27,63.009998,63.130001,61.810001,62.330002,62.330002,4298463
2014-01-28,62.740002,63.330002,62.380001,62.830002,62.830002,3404110
2014-01-29,63.549999,63.900002,60.340000,61.790001,61.790001,5997424
2014-01-30,61.770000,62.759998,60.770000,62.500000,62.500000,3510560
2014-01-31,62.459999,62.470001,60.669998,62.130001,62.130001,5457152
2014-02-03,62.130001,62.529999,60.340000,60.689999,60.689999,4131200
2014-02-04,59.770000,61.000000,58.779999,60.689999,60.689999,5128150
2014-02-05,60.779999,61.349998,60.290001,60.880001,60.880001,5054115
2014-02-06,63.020000,63.509998,61.939999,62.480000,62.480000,8487193
2014-02-07,63.000000,63.900002,62.799999,63.540001,63.540001,4955092
2014-02-10,64.120003,64.360001,63.130001,63.200001,63.200001,2629431
2014-02-11,63.990002,65.529999,63.849998,65.529999,65.529999,4841838
2014-02-12,65.940002,66.940002,65.910004,66.449997,66.449997,4524093
2014-02-13,66.129997,66.699997,65.500000,66.650002,66.650002,3578107
2014-02-14,66.739998,67.169998,66.430000,67.010002,67.010002,3303805
2014-02-17,67.000000,67.129997,66.620003,66.750000,66.750000,1851467
2014-02-18,66.989998,66.989998,65.970001,66.660004,66.660004,2458664
2014-02-19,66.589996,66.739998,65.820000,66.199997,66.199997,2548911
2014-02-20,64.900002,66.269997,64.410004,66.269997,66.269997,3355563
2014-02-21,66.879997,67.129997,66.269997,67.129997,67.129997,3286237
2014-02-24,66.580002,67.690002,66.580002,67.690002,67.690002,3834572
2014-02-25,67.680000,67.680000,66.660004,67.169998,67.169998,3034688
2014-02-26,67.349998,67.690002,66.879997,67.349998,67.349998,2322017
2014-02-27,67.430000,67.809998,66.150002,67.040001,67.040001,3285814
2014-02-28,67.279999,67.519997,66.510002,67.519997,67.519997,3047564
2014-03-03,65.489998,66.129997,65.019997,65.370003,65.370003,4672441
2014-03-04,66.050003,68.040001,65.660004,68.040001,68.040001,4574418
2014-03-05,67.839996,69.400002,67.680000,68.930000,68.930000,4464393
2014-03-06,69.349998,69.589996,68.720001,69.129997,69.129997,2780836
2014-03-07,69.180000,69.230003,67.379997,67.440002,67.440002,4099076
2014-03-10,67.099998,67.970001,66.040001,66.540001,66.540001,3287943
2014-03-11,66.910004,67.889999,66.750000,67.470001,67.470001,2929374
2014-03-12,66.940002,67.089996,65.320000,66.160004,66.160004,3763855
2014-03-13,66.300003,67.320000,64.650002,64.720001,64.720001,3815602
2014-03-14,63.689999,64.650002,62.650002,64.410004,64.410004,5828485
2014-03-17,63.880001,65.489998,63.880001,65.489998,65.489998,3075336
2014-03-18,65.510002,66.639999,64.910004,65.970001,65.970001,4081044
2014-03-19,66.010002,66.680000,65.510002,65.940002,65.940002,3759123
2014-03-20,65.300003,65.940002,64.650002,65.860001,65.860001,3914095
2014-03-21,65.879997,66.379997,65.589996,65.910004,65.910004,10135629
2014-03-24,65.910004,66.099998,64.570000,64.570000,64.570000,3091467
2014-03-25,64.989998,65.989998,64.660004,65.449997,65.449997,3169526
2014-03-26,65.800003,67.309998,65.680000,67.309998,67.309998,3716791
2014-03-27,67.400002,67.410004,66.809998,67.110001,67.110001,4023338
2014-03-28,67.480003,68.980003,67.430000,68.830002,68.830002,4002030
2014-03-31,69.250000,69.449997,68.419998,68.589996,68.589996,2860130
2014-04-01,68.970001,69.959999,68.730003,69.750000,69.750000,2941751
2014-04-02,70.000000,70.099998,69.320000,69.489998,69.489998,2577731
2014-04-03,69.730003,70.199997,69.199997,69.800003,69.800003,3201619
2014-04-04,69.949997,71.269997,69.739998,71.139999,71.139999,4051638
2014-04-07,70.330002,70.699997,69.699997,69.940002,69.940002,3963281
2014-04-08,70.330002,70.500000,68.739998,69.900002,69.900002,4182062
2014-04-09,70.250000,70.820000,70.029999,70.430000,70.430000,5537609
2014-04-10,68.500000,68.769997,67.129997,67.290001,67.290001,5595585
2014-04-11,66.599998,66.940002,65.620003,66.150002,66.150002,4565594
2014-04-14,65.300003,66.250000,64.830002,66.220001,66.220001,3743290
2014-04-15,66.029999,66.410004,63.939999,63.990002,63.990002,4436817
2014-04-16,64.650002,65.349998,64.500000,65.320000,65.320000,3690862
2014-04-17,65.480003,67.419998,65.339996,67.290001,67.290001,4520765
2014-04-22,67.290001,68.779999,67.290001,68.720001,68.720001,3218446
2014-04-23,68.750000,68.769997,67.620003,67.849998,67.849998,2628369
2014-04-24,68.099998,68.750000,66.480003,67.750000,67.750000,3259714
2014-04-25,66.889999,67.309998,65.900002,66.290001,66.290001,2702968
2014-04-28,66.489998,67.300003,66.220001,66.989998,66.989998,2263027
2014-04-29,67.550003,68.070000,66.790001,67.790001,67.790001,2894486
2014-04-30,66.500000,67.029999,65.589996,66.730003,66.730003,4903243
2014-05-02,66.730003,67.209999,66.120003,66.239998,66.239998,3591544
2014-05-05,66.010002,66.519997,64.980003,65.900002,65.900002,2235158
2014-05-06,66.290001,66.389999,64.610001,65.160004,65.160004,3190073
2014-05-07,64.760002,65.589996,64.349998,64.800003,64.800003,3401946
2014-05-08,65.029999,65.290001,64.269997,65.000000,65.000000,4131430
2014-05-09,64.830002,64.980003,64.190002,64.519997,64.519997,3280838
2014-05-12,64.690002,65.570000,64.339996,65.279999,65.279999,3326130
2014-05-13,65.800003,66.730003,65.610001,66.480003,66.480003,4178277
2014-05-14,66.500000,67.050003,66.379997,66.739998,66.739998,2561107
2014-05-15,66.809998,67.820000,65.639999,66.000000,66.000000,4135812
2014-05-16,66.000000,66.330002,64.739998,65.209999,65.209999,4073577
2014-05-19,65.279999,66.269997,64.510002,66.019997,66.019997,2852957
2014-05-20,66.019997,66.849998,66.019997,66.459999,66.459999,2148441
2014-05-21,66.250000,67.239998,66.010002,67.150002,67.150002,2285276
2014-05-22,67.290001,67.699997,67.059998,67.519997,67.519997,2298751
2014-05-23,67.680000,68.290001,67.379997,68.139999,68.139999,2072763
2014-05-26,68.610001,69.680000,68.500000,69.610001,69.610001,2466911
2014-05-27,69.629997,69.879997,69.250000,69.559998,69.559998,2622634
2014-05-28,69.750000,69.750000,68.809998,69.290001,69.290001,2240678
2014-05-29,69.220001,69.650002,69.220001,69.650002,69.650002,1425844
2014-05-30,69.790001,70.000000,69.599998,69.699997,69.699997,2988404
2014-06-02,70.000000,70.330002,68.779999,69.320000,69.320000,2295447
2014-06-03,69.570000,69.790001,69.010002,69.680000,69.680000,2396017
2014-06-04,69.669998,69.669998,68.559998,69.309998,69.309998,2593090
2014-06-05,69.410004,70.589996,69.070000,70.309998,70.309998,4543885
2014-06-06,70.309998,70.750000,69.849998,70.239998,70.239998,2872436
2014-06-09,70.529999,70.589996,69.519997,70.089996,70.089996,1534196
2014-06-10,70.279999,70.489998,69.699997,70.080002,70.080002,2318461
2014-06-11,70.150002,70.279999,69.220001,69.660004,69.660004,2347414
2014-06-12,69.820000,69.949997,69.190002,69.489998,69.489998,2043497
2014-06-13,69.379997,69.379997,67.820000,69.120003,69.120003,3626209
2014-06-16,68.970001,69.489998,68.739998,69.050003,69.050003,2065250
2014-06-17,69.500000,70.330002,69.029999,69.650002,69.650002,2771067
2014-06-18,70.000000,70.099998,69.570000,69.620003,69.620003,2554811
2014-06-19,70.370003,70.599998,70.000000,70.099998,70.099998,3251948
2014-06-20,70.099998,70.800003,69.910004,70.080002,70.080002,7332097
2014-06-23,70.379997,70.379997,69.320000,69.459999,69.459999,2034223
2014-06-24,69.129997,69.260002,68.690002,69.040001,69.040001,2336873
2014-06-25,68.699997,69.339996,68.440002,68.709999,68.709999,2493893
2014-06-26,68.989998,69.120003,67.459999,68.139999,68.139999,2688865
2014-06-27,68.139999,68.599998,67.839996,68.330002,68.330002,1729853
2014-06-30,68.360001,68.769997,67.849998,68.400002,68.400002,2364094
2014-07-01,68.580002,69.190002,68.360001,69.190002,69.190002,2291192
2014-07-02,69.529999,70.099998,69.440002,69.720001,69.720001,2618977
2014-07-03,69.930000,70.580002,69.660004,70.440002,70.440002,2723362
2014-07-04,70.290001,70.529999,69.959999,70.440002,70.440002,1695128
2014-07-07,70.260002,70.650002,69.150002,69.279999,69.279999,2173127
2014-07-08,69.300003,69.570000,68.059998,68.150002,68.150002,2948685
2014-07-09,68.290001,68.580002,67.769997,68.160004,68.160004,2558698
2014-07-10,68.279999,68.320000,66.669998,67.050003,67.050003,3123697
2014-07-11,67.290001,67.489998,66.400002,66.680000,66.680000,2933276
2014-07-14,67.050003,67.730003,66.830002,67.610001,67.610001,2377781
2014-07-15,67.650002,68.110001,66.879997,67.279999,67.279999,2214602
2014-07-16,67.519997,67.830002,67.059998,67.769997,67.769997,2873197
2014-07-17,67.750000,67.750000,66.379997,66.559998,66.559998,2578458
2014-07-18,65.599998,65.599998,64.760002,65.400002,65.400002,6931128
2014-07-21,65.550003,65.589996,64.180000,64.839996,64.839996,2804129
2014-07-22,65.400002,66.190002,65.139999,66.089996,66.089996,3655314
2014-07-23,67.410004,67.800003,65.110001,65.580002,65.580002,4872012
2014-07-24,65.760002,66.550003,65.000000,66.300003,66.300003,2964741
2014-07-25,66.410004,66.410004,64.809998,65.150002,65.150002,3084241
2014-07-28,65.230003,65.320000,62.650002,63.080002,63.080002,6291531
2014-07-29,63.209999,64.190002,62.209999,63.889999,63.889999,4268165
2014-07-30,63.889999,64.239998,62.869999,63.070000,63.070000,2664201
2014-07-31,63.200001,63.200001,61.570000,61.880001,61.880001,5083463
2014-08-01,61.509998,61.720001,59.939999,60.849998,60.849998,6572715
2014-08-04,60.770000,61.799999,60.680000,61.169998,61.169998,4103363
2014-08-05,61.560001,61.709999,60.009998,60.430000,60.430000,3355971
2014-08-06,59.720001,59.990002,58.560001,59.820000,59.820000,4708012
2014-08-07,59.750000,60.540001,58.750000,58.950001,58.950001,3716997
2014-08-08,57.750000,59.570000,57.099998,59.270000,59.270000,4865236
2014-08-11,60.200001,61.049999,60.060001,60.709999,60.709999,3772173
2014-08-12,60.799999,60.959999,59.669998,59.849998,59.849998,2768856
2014-08-13,60.509998,60.980000,60.020000,60.660000,60.660000,2664443
2014-08-14,60.360001,61.650002,60.110001,61.070000,61.070000,2560580
2014-08-15,61.299999,61.660000,59.320000,59.709999,59.709999,4581888
2014-08-18,60.650002,61.180000,60.529999,60.990002,60.990002,2649334
2014-08-19,61.470001,61.990002,61.180000,61.599998,61.599998,2187636
2014-08-20,61.560001,61.560001,60.610001,61.330002,61.330002,2157123
2014-08-21,61.480000,62.439999,61.240002,62.200001,62.200001,2264477
2014-08-22,62.080002,62.360001,61.220001,61.650002,61.650002,2855588
2014-08-25,62.700001,62.950001,62.290001,62.880001,62.880001,2313759
2014-08-26,62.779999,63.599998,62.580002,63.490002,63.490002,2439713
2014-08-27,63.500000,63.619999,62.580002,63.150002,63.150002,2455526
2014-08-28,62.910000,63.000000,61.279999,62.160000,62.160000,3270598
2014-08-29,62.220001,62.779999,61.430000,62.240002,62.240002,2895158
2014-09-01,62.200001,62.349998,61.250000,61.880001,61.880001,1503538
2014-09-02,62.299999,62.709999,61.680000,61.820000,61.820000,1941145
2014-09-03,62.099998,63.439999,61.860001,62.900002,62.900002,3829762
2014-09-04,62.900002,64.470001,62.080002,64.139999,64.139999,5210768
2014-09-05,64.800003,65.750000,64.410004,65.169998,65.169998,4410064
2014-09-08,65.449997,65.589996,64.599998,64.940002,64.940002,2053770
2014-09-09,64.949997,65.300003,64.129997,64.459999,64.459999,2285551
2014-09-10,63.709999,63.939999,63.139999,63.689999,63.689999,3877672
2014-09-11,64.000000,64.070000,62.570000,63.209999,63.209999,3562509
2014-09-12,63.290001,63.299999,62.360001,62.950001,62.950001,2193125
2014-09-15,62.700001,63.480000,62.570000,63.060001,63.060001,2105607
2014-09-16,63.060001,63.139999,62.400002,63.020000,63.020000,2091964
2014-09-17,63.570000,63.650002,63.099998,63.209999,63.209999,2434841
2014-09-18,63.279999,63.950001,62.900002,63.869999,63.869999,2909450
2014-09-19,64.000000,64.889999,63.619999,63.750000,63.750000,6708829
2014-09-22,63.240002,63.400002,62.389999,62.730000,62.730000,2632786
2014-09-23,62.700001,62.700001,60.810001,61.150002,61.150002,4999653
2014-09-24,61.270000,61.650002,60.360001,61.529999,61.529999,3253065
2014-09-25,61.560001,62.599998,60.529999,60.820000,60.820000,3765278
2014-09-26,60.730000,61.439999,60.150002,61.029999,61.029999,3203084
2014-09-29,60.869999,61.389999,60.160000,60.540001,60.540001,2676465
2014-09-30,60.000000,60.919998,59.340000,60.730000,60.730000,4902856
2014-10-01,60.389999,61.250000,59.820000,60.250000,60.250000,3389178
2014-10-02,60.209999,61.200001,59.139999,59.209999,59.209999,5074705
2014-10-06,59.209999,60.700001,58.470001,59.000000,59.000000,4887386
2014-10-07,58.660000,59.200001,58.000000,58.400002,58.400002,5476604
2014-10-08,58.040001,58.279999,57.299999,57.840000,57.840000,4843637
2014-10-09,58.490002,58.889999,57.349998,57.709999,57.709999,4283246
2014-10-10,57.180000,57.368999,55.790001,56.009998,56.009998,6665477
2014-10-13,55.400002,57.290001,55.099998,56.700001,56.700001,4322234
2014-10-14,56.200001,59.419998,56.060001,58.790001,58.790001,9130740
2014-10-15,59.509998,59.580002,56.740002,57.070000,57.070000,6965248
2014-10-16,57.599998,58.590000,55.880001,57.980000,57.980000,8371499
2014-10-17,58.349998,59.480000,58.169998,59.349998,59.349998,8114348
2014-10-20,59.369999,59.630001,58.180000,58.369999,58.369999,4204454
2014-10-21,58.060001,59.619999,57.689999,59.349998,59.349998,4490384
2014-10-22,59.970001,60.220001,59.070000,59.779999,59.779999,4247924
2014-10-23,59.580002,60.770000,58.580002,60.380001,60.380001,4890417
2014-10-24,60.410000,61.150002,59.840000,60.180000,60.180000,4004419
2014-10-27,60.779999,60.820000,58.700001,59.490002,59.490002,3413104
2014-10-28,59.770000,60.549999,59.759998,60.400002,60.400002,2935288
2014-10-29,60.950001,61.290001,60.430000,60.500000,60.500000,2849740
2014-10-30,61.180000,61.560001,59.220001,60.610001,60.610001,4151702
2014-10-31,61.560001,62.380001,61.080002,62.029999,62.029999,5176407
2014-11-03,62.000000,62.380001,61.450001,61.759998,61.759998,2499989
2014-11-04,61.599998,62.340000,60.959999,61.160000,61.160000,3000980
2014-11-05,61.849998,62.790001,61.700001,62.500000,62.500000,3353166
2014-11-06,62.099998,63.880001,61.959999,62.970001,62.970001,4172980
2014-11-07,63.419998,63.500000,61.849998,62.360001,62.360001,3578177
2014-11-10,62.099998,62.900002,61.709999,62.869999,62.869999,2231026
2014-11-11,62.720001,62.970001,61.860001,62.410000,62.410000,2700532
2014-11-12,62.150002,62.349998,60.799999,61.000000,61.000000,3858230
2014-11-13,61.279999,61.770000,60.560001,61.160000,61.160000,2388955
2014-11-14,61.369999,61.369999,60.459999,61.119999,61.119999,2857267
2014-11-17,60.400002,61.500000,60.230000,61.360001,61.360001,2765772
2014-11-18,61.700001,62.720001,61.520000,62.549999,62.549999,3157972
2014-11-19,62.500000,63.020000,62.139999,62.740002,62.740002,2455758
2014-11-20,62.980000,62.980000,61.970001,62.910000,62.910000,2884216
2014-11-21,63.200001,64.610001,62.930000,64.559998,64.559998,7326869
2014-11-24,64.620003,65.930000,64.050003,65.389999,65.389999,3839829
2014-11-25,65.379997,66.419998,65.160004,66.209999,66.209999,3972119
2014-11-26,66.449997,66.720001,66.059998,66.389999,66.389999,3164117
2014-11-27,66.449997,67.150002,66.349998,67.110001,67.110001,2610130
2014-11-28,67.190002,67.800003,67.019997,67.800003,67.800003,3429275
2014-12-01,67.199997,68.099998,66.919998,67.980003,67.980003,2793994
2014-12-02,68.040001,68.430000,67.180000,67.839996,67.839996,2794935
